Table Name,Table Description,Column Name,Column Description,Data Element,Checktable,Datatype,Length,Decimals,Table Description Short,Column Description Short
EKBE,History per Purchasing Document,EVERE,Compliance with Shipping Instructions,EVERE,T027C,CHAR,2,0,History per Purchasing Document,compliance_with_shipping_
EKBE,History per Purchasing Document,REFWR,Invoice value in foreign currency,REFWR,,CURR,13,2,History per Purchasing Document,invoice_value_in_foreign_
EKBE,History per Purchasing Document,MATNR,Material Number,MATNR,MARA,CHAR,18,0,History per Purchasing Document,material_number
EKBE,History per Purchasing Document,WERKS,Plant,WERKS_D,T001W,CHAR,4,0,History per Purchasing Document,plant
EKBE,History per Purchasing Document,XWSBR,Reversal of GR allowed for GR-based IV despite invoice,XWSBR,,CHAR,1,0,History per Purchasing Document,reversal_of_gr_allowed_fo
EKBE,History per Purchasing Document,ETENS,Sequential Number of Vendor Confirmation,ETENS,,NUMC,4,0,History per Purchasing Document,sequential_number_of_vend
EKBE,History per Purchasing Document,KNUMV,Number of the document condition,KNUMV,,CHAR,10,0,History per Purchasing Document,number_of_the_document_co
EKBE,History per Purchasing Document,MWSKZ,Tax on sales/purchases code,MWSKZ,,CHAR,2,0,History per Purchasing Document,tax_on_sales_purchases_co
EKBE,History per Purchasing Document,LSMNG,Quantity in Unit of Measure from Delivery Note,LSMNG,,QUAN,13,3,History per Purchasing Document,quantity_in_unit_of_measu
EKBE,History per Purchasing Document,LSMEH,Unit of Measure From Delivery Note,LSMEH,T006,UNIT,3,0,History per Purchasing Document,unit_of_measure_from_deli
EKBE,History per Purchasing Document,EMATN,Material Number,EMATNR,MARA,CHAR,18,0,History per Purchasing Document,material_number
EKBE,History per Purchasing Document,AREWW,Clearing value on GR/IR clearing account (transac. currency),AREWW,,CURR,13,2,History per Purchasing Document,clearing_value_on_gr_ir_c
EKBE,History per Purchasing Document,HSWAE,Local currency key,HSWAE,TCURC,CUKY,5,0,History per Purchasing Document,local_currency_key
EKBE,History per Purchasing Document,BAMNG,Quantity,MENGE_D,,QUAN,13,3,History per Purchasing Document,quantity
EKBE,History per Purchasing Document,CHARG,Batch Number,CHARG_D,,CHAR,10,0,History per Purchasing Document,batch_number
EKBE,History per Purchasing Document,BLDAT,Document Date in Document,BLDAT,,DATS,8,0,History per Purchasing Document,document_date_in_document
EKBE,History per Purchasing Document,XWOFF,Calculation of val. open,XWOFF,,CHAR,1,0,History per Purchasing Document,calculation_of_val_open
EKBE,History per Purchasing Document,XUNPL,Unplanned Account Assignment from Invoice Verification,XUNPL,,CHAR,1,0,History per Purchasing Document,unplanned_account_assignm
EKBE,History per Purchasing Document,ERNAM,Name of Person who Created the Object,ERNAM,,CHAR,12,0,History per Purchasing Document,name_of_person_who_create
EKBE,History per Purchasing Document,SRVPOS,Service number,SRVPOS,,CHAR,18,0,History per Purchasing Document,service_number
EKBE,History per Purchasing Document,PACKNO,Package Number of Service,PACKNO_EKBE,,NUMC,10,0,History per Purchasing Document,package_number_of_service
EKBE,History per Purchasing Document,INTROW,Line Number of Service,INTROW_EKBE,,NUMC,10,0,History per Purchasing Document,line_number_of_service
EKBE,History per Purchasing Document,BEKKN,Number of PO Account Assignment,BEKKN,,NUMC,2,0,History per Purchasing Document,number_of_po_account_assi
EKBE,History per Purchasing Document,LEMIN,Returns Indicator,SRVRET,,CHAR,1,0,History per Purchasing Document,returns_indicator
EKBE,History per Purchasing Document,AREWB,Clearing Value on GR/IR Account in PO Currency,AREWB,,CURR,13,2,History per Purchasing Document,clearing_value_on_gr_ir_a
EKBE,History per Purchasing Document,REWRB,Invoice Amount in PO Currency,REWRB,,CURR,13,2,History per Purchasing Document,invoice_amount_in_po_curr
EKBE,History per Purchasing Document,SAPRL,SAP Release,SAPRL,,CHAR,4,0,History per Purchasing Document,sap_release
EKBE,History per Purchasing Document,MENGE_POP,Quantity,MENGE_D,,QUAN,13,3,History per Purchasing Document,quantity
EKBE,History per Purchasing Document,BPMNG_POP,Quantity in purchase order price unit,MENGE_BPR,,QUAN,13,3,History per Purchasing Document,quantity_in_purchase_orde
EKBE,History per Purchasing Document,DMBTR_POP,Amount in Local Currency,DMBTR,,CURR,13,2,History per Purchasing Document,amount_in_local_currency
EKBE,History per Purchasing Document,WRBTR_POP,Amount in document currency,WRBTR,,CURR,13,2,History per Purchasing Document,amount_in_document_curren
EKBE,History per Purchasing Document,WESBB,Valuated Goods Receipt Blocked Stock in Order Unit,WESBB,,QUAN,13,3,History per Purchasing Document,valuated_goods_receipt_bl
EKBE,History per Purchasing Document,BPWEB,Quantity in Valuated GR Blocked Stock in Order Price Unit,BPWEB,,QUAN,13,3,History per Purchasing Document,quantity_in_valuated_gr_b
EKBE,History per Purchasing Document,WEORA,Acceptance At Origin,WEORA,,CHAR,1,0,History per Purchasing Document,acceptance_at_origin
EKBE,History per Purchasing Document,AREWR_POP,GR/IR account clearing value in local currency,AREWR,,CURR,13,2,History per Purchasing Document,gr_ir_account_clearing_va
EKBE,History per Purchasing Document,KUDIF,Exchange Rate Difference Amount,KUDIF,,CURR,13,2,History per Purchasing Document,exchange_rate_difference_
EKBE,History per Purchasing Document,RETAMT_FC,Retention Amount in Document Currency,RET_AMT_FC,,CURR,13,2,History per Purchasing Document,retention_amount_in_docum
EKBE,History per Purchasing Document,RETAMT_LC,Retention Amount in Company Code Currency,RET_AMT_LC,,CURR,13,2,History per Purchasing Document,retention_amount_in_compa
EKBE,History per Purchasing Document,RETAMTP_FC,Posted Retention Amount in Document Currency,RET_AMT_POST_FC,,CURR,13,2,History per Purchasing Document,posted_retention_amount_i
EKBE,History per Purchasing Document,RETAMTP_LC,Posted Security Retention Amount in Company Code Currency,RET_AMT_POST_LC,,CURR,13,2,History per Purchasing Document,posted_security_retention
EKBE,History per Purchasing Document,XMACC,Multiple Account Assignment,XMACC,,CHAR,1,0,History per Purchasing Document,multiple_account_assignme
EKBE,History per Purchasing Document,WKURS,Exchange Rate,WKURS,,DEC,9,5,History per Purchasing Document,exchange_rate
EKBE,History per Purchasing Document,INV_ITEM_ORIGIN,Origin of an Invoice Item,INV_ITM_ORIGIN,,CHAR,1,0,History per Purchasing Document,origin_of_an_invoice_item
EKBE,History per Purchasing Document,VBELN_ST,Delivery,VBELN_VL,,CHAR,10,0,History per Purchasing Document,delivery
EKBE,History per Purchasing Document,VBELP_ST,Delivery Item,POSNR_VL,,NUMC,6,0,History per Purchasing Document,delivery_item
EKBE,History per Purchasing Document,FRBNR,Number of Bill of Lading at Time of Goods Receipt,FRBNR1,,CHAR,16,0,History per Purchasing Document,number_of_bill_of_lading_
EKBE,History per Purchasing Document,OIA_IPMVAT,VAT on internally-posted material,OIA_IPMVAT,,CHAR,1,0,History per Purchasing Document,vat_on_internally_posted_
EKBE,History per Purchasing Document,OIVATH,Amount in Local Currency,DMBTR,,CURR,13,2,History per Purchasing Document,amount_in_local_currency
EKBE,History per Purchasing Document,OIVATF,Amount in document currency,WRBTR,,CURR,13,2,History per Purchasing Document,amount_in_document_curren
EKBE,History per Purchasing Document,OIIMATV,Internal material value,OIA_IMATV,,CURR,13,2,History per Purchasing Document,internal_material_value
EKBE,History per Purchasing Document,OIMATCYC,Invoicing cycle for purchase material costs,OIA_MATCYC,,NUMC,1,0,History per Purchasing Document,invoicing_cycle_for_purch
EKBE,History per Purchasing Document,OITAXVAL,Excise duty value in material inventory account,OIH_TAXVAL,,CURR,13,2,History per Purchasing Document,excise_duty_value_in_mate
EKBE,History per Purchasing Document,OITAXCON,Excise duty tax from pricing conditions,OIH_TAXCON,,CURR,13,2,History per Purchasing Document,excise_duty_tax_from_pric
EKBE,History per Purchasing Document,OIEDCL,Excise duty clearing value,OIH_EDCL,,CURR,13,2,History per Purchasing Document,excise_duty_clearing_valu
EKBE,History per Purchasing Document,ET_UPD,Procedure for Updating the Schedule Line Quantity,ET_UPD1,,CHAR,1,0,History per Purchasing Document,procedure_for_updating_th
EKBE,History per Purchasing Document,/CWM/BAMNG,Quantity in Parallel Unit of Measure,/CWM/BAMNG,,QUAN,13,3,History per Purchasing Document,quantity_in_parallel_unit
EKBE,History per Purchasing Document,/CWM/WESBS,Goods Receipt Blocked Stock in Base/Parallel Unit of Measure,/CWM/WESBS,,QUAN,13,3,History per Purchasing Document,goods_receipt_blocked_sto
EKBE,History per Purchasing Document,/CWM/TY2TQ,Type of Parallel Unit of Measure,/CWM/TY2TQ,,CHAR,1,0,History per Purchasing Document,type_of_parallel_unit_of_
EKBE,History per Purchasing Document,/CWM/WESBB,Val. Goods Receipt Blocked Stock in Basis or Parallel UoM,/CWM/WESBB,,QUAN,13,3,History per Purchasing Document,val_goods_receipt_blocked
EKBE,History per Purchasing Document,J_SC_DIE_COMP_F,Depreciation completion flag,/SAPNEA/J_SC_DIE_COMP_F,,CHAR,1,0,History per Purchasing Document,depreciation_completion_f
EKBZ,History per Purchasing Document: Delivery Costs,MANDT,Client,MANDT,T000,CLNT,3,0,History per Purchasing Document: Delivery Costs,client
EKBZ,History per Purchasing Document: Delivery Costs,EBELN,Purchasing Document Number,EBELN,EKKO,CHAR,10,0,History per Purchasing Document: Delivery Costs,purchasing_document_numbe
EKBZ,History per Purchasing Document: Delivery Costs,EBELP,Item Number of Purchasing Document,EBELP,EKPO,NUMC,5,0,History per Purchasing Document: Delivery Costs,item_number_of_purchasing
EKBZ,History per Purchasing Document: Delivery Costs,STUNR,Step number,STUNR,,NUMC,3,0,History per Purchasing Document: Delivery Costs,step_number
EKBZ,History per Purchasing Document: Delivery Costs,ZAEHK,Condition counter,DZAEHK,,NUMC,2,0,History per Purchasing Document: Delivery Costs,condition_counter
EKBZ,History per Purchasing Document: Delivery Costs,VGABE,"Transaction/event type, purchase order history",VGABE,,CHAR,1,0,History per Purchasing Document: Delivery Costs,"transaction_event_type,_p"
EKBZ,History per Purchasing Document: Delivery Costs,GJAHR,Fiscal Year,GJAHR,,NUMC,4,0,History per Purchasing Document: Delivery Costs,fiscal_year
EKBZ,History per Purchasing Document: Delivery Costs,BELNR,Accounting Document Number,BELNR_D,,CHAR,10,0,History per Purchasing Document: Delivery Costs,accounting_document_numbe
EKBZ,History per Purchasing Document: Delivery Costs,BUZEI,Item in Material Document,MBLPO,,NUMC,4,0,History per Purchasing Document: Delivery Costs,item_in_material_document
EKBZ,History per Purchasing Document: Delivery Costs,BEWTP,PO history category,BEWTP,,CHAR,1,0,History per Purchasing Document: Delivery Costs,po_history_category
EKBZ,History per Purchasing Document: Delivery Costs,BUDAT,Posting Date in the Document,BUDAT,,DATS,8,0,History per Purchasing Document: Delivery Costs,posting_date_in_the_docum
EKBZ,History per Purchasing Document: Delivery Costs,MENGE,Quantity,MENGE_D,,QUAN,13,3,History per Purchasing Document: Delivery Costs,quantity
EKBZ,History per Purchasing Document: Delivery Costs,DMBTR,Amount in Local Currency,DMBTR,,CURR,13,2,History per Purchasing Document: Delivery Costs,amount_in_local_currency
EKBZ,History per Purchasing Document: Delivery Costs,WRBTR,Amount in document currency,WRBTR,,CURR,13,2,History per Purchasing Document: Delivery Costs,amount_in_document_curren
EKBZ,History per Purchasing Document: Delivery Costs,WAERS,Currency Key,WAERS,,CUKY,5,0,History per Purchasing Document: Delivery Costs,currency_key
EKBZ,History per Purchasing Document: Delivery Costs,AREWR,GR/IR account clearing value in local currency,AREWR,,CURR,13,2,History per Purchasing Document: Delivery Costs,gr_ir_account_clearing_va
EKBZ,History per Purchasing Document: Delivery Costs,SHKZG,Debit/Credit Indicator,SHKZG,,CHAR,1,0,History per Purchasing Document: Delivery Costs,debit_credit_indicator
EKBZ,History per Purchasing Document: Delivery Costs,XBLNR,Reference Document Number,XBLNR1,,CHAR,16,0,History per Purchasing Document: Delivery Costs,reference_document_number
EKBZ,History per Purchasing Document: Delivery Costs,FRBNR,Number of Bill of Lading at Time of Goods Receipt,FRBNR1,,CHAR,16,0,History per Purchasing Document: Delivery Costs,number_of_bill_of_lading_
EKBZ,History per Purchasing Document: Delivery Costs,LIFNR,Account Number of Vendor or Creditor,LIFNR,,CHAR,10,0,History per Purchasing Document: Delivery Costs,account_number_of_vendor_
EKBZ,History per Purchasing Document: Delivery Costs,CPUDT,Day On Which Accounting Document Was Entered,CPUDT,,DATS,8,0,History per Purchasing Document: Delivery Costs,day_on_which_accounting_d
EKBZ,History per Purchasing Document: Delivery Costs,CPUTM,Time of Entry,CPUTM,,TIMS,6,0,History per Purchasing Document: Delivery Costs,time_of_entry
EKBZ,History per Purchasing Document: Delivery Costs,REEWR,Invoice Value Entered (in Local Currency),REEWR,,CURR,13,2,History per Purchasing Document: Delivery Costs,invoice_value_entered__in
EKBZ,History per Purchasing Document: Delivery Costs,REFWR,Invoice value in foreign currency,REFWR,,CURR,13,2,History per Purchasing Document: Delivery Costs,invoice_value_in_foreign_
EKBZ,History per Purchasing Document: Delivery Costs,BWTAR,Valuation Type,BWTAR_D,,CHAR,10,0,History per Purchasing Document: Delivery Costs,valuation_type
EKBZ,History per Purchasing Document: Delivery Costs,KSCHL,Condition Type,KSCHL,,CHAR,4,0,History per Purchasing Document: Delivery Costs,condition_type
EKBZ,History per Purchasing Document: Delivery Costs,BPMNG,Quantity in Purchase Order Price Unit,BPMNG,,QUAN,13,3,History per Purchasing Document: Delivery Costs,quantity_in_purchase_orde
EKBZ,History per Purchasing Document: Delivery Costs,AREWW,Clearing value on GR/IR clearing account (transac. currency),AREWW,,CURR,13,2,History per Purchasing Document: Delivery Costs,clearing_value_on_gr_ir_c
EKBZ,History per Purchasing Document: Delivery Costs,HSWAE,Local currency key,HSWAE,,CUKY,5,0,History per Purchasing Document: Delivery Costs,local_currency_key
EKBZ,History per Purchasing Document: Delivery Costs,VNETW,Net value of condition (predefined externally),VNETWR,,CURR,13,2,History per Purchasing Document: Delivery Costs,net_value_of_condition__p
EKBZ,History per Purchasing Document: Delivery Costs,ERNAM,Name of Person who Created the Object,ERNAM,,CHAR,12,0,History per Purchasing Document: Delivery Costs,name_of_person_who_create
EKBZ,History per Purchasing Document: Delivery Costs,SHKKO,Debit/Credit Indicator,SHKZG,,CHAR,1,0,History per Purchasing Document: Delivery Costs,debit_credit_indicator
EKBZ,History per Purchasing Document: Delivery Costs,AREWB,Clearing Value on GR/IR Account in PO Currency,AREWB,,CURR,13,2,History per Purchasing Document: Delivery Costs,clearing_value_on_gr_ir_a
EKBZ,History per Purchasing Document: Delivery Costs,REWRB,Invoice Amount in PO Currency,REWRB,,CURR,13,2,History per Purchasing Document: Delivery Costs,invoice_amount_in_po_curr
EKBZ,History per Purchasing Document: Delivery Costs,SAPRL,SAP Release,SAPRL,,CHAR,4,0,History per Purchasing Document: Delivery Costs,sap_release
EKBZ,History per Purchasing Document: Delivery Costs,MENGE_POP,Quantity,MENGE_D,,QUAN,13,3,History per Purchasing Document: Delivery Costs,quantity
EKBZ,History per Purchasing Document: Delivery Costs,DMBTR_POP,Amount in Local Currency,DMBTR,,CURR,13,2,History per Purchasing Document: Delivery Costs,amount_in_local_currency
EKBZ,History per Purchasing Document: Delivery Costs,WRBTR_POP,Amount in document currency,WRBTR,,CURR,13,2,History per Purchasing Document: Delivery Costs,amount_in_document_curren
EKBZ,History per Purchasing Document: Delivery Costs,BPMNG_POP,Quantity in Purchase Order Price Unit,BPMNG,,QUAN,13,3,History per Purchasing Document: Delivery Costs,quantity_in_purchase_orde
EKBZ,History per Purchasing Document: Delivery Costs,AREWR_POP,GR/IR account clearing value in local currency,AREWR,,CURR,13,2,History per Purchasing Document: Delivery Costs,gr_ir_account_clearing_va
EKBZ,History per Purchasing Document: Delivery Costs,KUDIF,Exchange Rate Difference Amount,KUDIF,,CURR,13,2,History per Purchasing Document: Delivery Costs,exchange_rate_difference_
EKBZ,History per Purchasing Document: Delivery Costs,XMACC,Multiple Account Assignment,XMACC,,CHAR,1,0,History per Purchasing Document: Delivery Costs,multiple_account_assignme
EKBZ,History per Purchasing Document: Delivery Costs,WKURS,Exchange Rate,WKURS,,DEC,9,5,History per Purchasing Document: Delivery Costs,exchange_rate
EKBZ,History per Purchasing Document: Delivery Costs,/CWM/BAMNG,Quantity in Parallel Unit of Measure,/CWM/BAMNG,,QUAN,13,3,History per Purchasing Document: Delivery Costs,quantity_in_parallel_unit
